week_id,week_start,total_import,total_export,total_portcalls,portcalls_container,portcalls_tanker,portcalls_dry_bulk,portcalls_roro,portcalls_general,import_container,import_tanker,import_dry_bulk,days_with_data,wait_avg_hours,wait_median_hours,wait_ship_count,turnaround_avg_hours,turnaround_median_hours,turnaround_ship_count,next_week_wait,congestion_next_week
2024-W40,2024-09-30,487734,12491,31,14,6,6,2,3,118316,195963,167860,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W41,2024-10-07,606959,14700,35,16,6,6,3,4,139132,277456,174790,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W42,2024-10-14,452197,10133,30,15,3,6,1,5,110916,105515,224924,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W43,2024-10-21,587208,27321,35,17,5,8,1,4,131709,298348,154075,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W44,2024-10-28,591458,14139,32,16,8,5,2,1,170020,277217,138491,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W45,2024-11-04,591446,22455,35,17,6,5,2,5,167378,215917,191687,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W46,2024-11-11,319033,59929,26,12,5,4,2,3,77116,115265,119077,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W47,2024-11-18,646935,64388,35,17,7,6,2,3,216426,271557,152210,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W48,2024-11-25,486430,12511,31,10,4,8,3,6,117103,142472,210198,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W49,2024-12-02,618413,34555,33,16,8,4,1,4,147706,332917,121710,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W50,2024-12-09,443569,68502,31,15,6,3,2,5,144634,172148,107706,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W51,2024-12-16,479366,7334,30,11,6,4,5,4,103465,212909,155239,7,126.0,120.0,8.0,58.0,60.0,12.0,126.0,1
2024-W52,2024-12-23,355815,6431,25,10,5,6,1,3,106754,107394,134850,7,126.0,120.0,8.0,58.0,60.0,12.0,10.0,0
2025-W01,2024-12-30,376129,39264,36,18,6,6,2,4,170907,53919,143950,7,10.0,10.0,1.0,58.0,60.0,12.0,9.0,0
2025-W02,2025-01-06,606160,12698,34,15,6,7,2,4,133388,278712,186775,7,9.0,9.0,1.0,58.0,60.0,12.0,9.0,0
2025-W03,2025-01-13,540182,17655,31,13,4,3,4,7,158749,265709,106253,7,9.0,9.0,1.0,58.0,60.0,12.0,9.0,0
2025-W04,2025-01-20,425497,28782,29,11,6,5,1,6,108298,260788,43196,7,9.0,9.0,1.0,58.0,60.0,12.0,9.0,0
2025-W05,2025-01-27,457597,19473,26,11,7,4,2,2,98329,218266,126115,7,9.0,9.0,1.0,58.0,60.0,12.0,9.0,0
2025-W06,2025-02-03,662129,13576,31,14,5,8,1,3,98174,214816,344882,7,9.0,9.0,1.0,58.0,60.0,12.0,9.0,0
2025-W07,2025-02-10,396337,9876,28,13,5,4,3,3,99080,173688,117653,7,9.0,9.0,1.0,58.0,60.0,12.0,9.0,0
2025-W08,2025-02-17,561160,12084,38,14,5,8,3,8,151565,154148,240826,7,9.0,9.0,1.0,58.0,60.0,12.0,96.0,1
2025-W09,2025-02-24,636835,6190,32,8,8,9,1,6,97393,197147,318812,7,96.0,96.0,2.0,143.67,144.0,6.0,96.0,1
2025-W10,2025-03-03,324419,19099,29,11,5,6,3,4,100390,57809,160572,7,96.0,96.0,2.0,143.67,144.0,6.0,30.31,0
2025-W11,2025-03-10,514193,8019,27,11,7,4,2,3,134399,238822,136713,7,30.31,24.0,16.0,98.17,104.0,12.0,29.75,0
2025-W12,2025-03-17,174044,66456,25,12,4,4,3,2,88836,7823,72103,7,29.75,33.0,8.0,57.0,42.0,3.0,29.75,0
2025-W13,2025-03-24,659457,11187,33,12,9,5,2,5,110667,337957,204774,7,29.75,33.0,8.0,57.0,42.0,3.0,29.75,0
2025-W14,2025-03-31,573434,21172,32,12,8,6,4,2,91429,288449,190481,7,29.75,33.0,8.0,57.0,42.0,3.0,29.75,0
2025-W15,2025-04-07,249689,18419,22,12,3,4,0,3,77733,26771,140332,7,29.75,33.0,8.0,57.0,42.0,3.0,57.6,1
2025-W16,2025-04-14,503202,17457,35,13,5,7,5,5,150727,186108,158307,7,57.6,48.0,5.0,82.29,96.0,7.0,24.0,0
2025-W17,2025-04-21,409765,14559,32,18,6,3,1,4,190435,114129,94365,7,24.0,24.0,2.0,72.0,72.0,2.0,36.0,0
2025-W18,2025-04-28,780373,12753,29,10,6,7,2,4,121850,365812,285808,7,36.0,36.0,4.0,65.67,72.0,9.0,143.5,1
2025-W19,2025-05-05,526402,50307,33,12,8,6,3,4,107821,293354,117561,7,143.5,143.5,2.0,65.67,72.0,9.0,4.0,0
2025-W20,2025-05-12,258301,24904,23,12,4,2,3,2,128568,92923,31283,7,4.0,4.0,1.0,65.67,72.0,9.0,4.0,0
2025-W21,2025-05-19,504061,19770,31,14,6,4,3,4,170779,185660,138999,7,4.0,4.0,1.0,65.67,72.0,9.0,4.0,0
2025-W22,2025-05-26,546826,14592,24,10,2,9,1,2,98640,101637,338715,7,4.0,4.0,1.0,65.67,72.0,9.0,24.0,0
2025-W23,2025-06-02,619031,18975,31,11,5,7,1,7,110326,260419,231347,7,24.0,24.0,2.0,72.0,72.0,6.0,24.0,0
2025-W24,2025-06-09,423792,18022,33,15,4,6,4,4,177151,103319,140167,7,24.0,24.0,2.0,72.0,72.0,6.0,24.0,0
2025-W25,2025-06-16,472160,15262,33,12,8,6,2,5,135868,127904,189994,7,24.0,24.0,2.0,72.0,72.0,6.0,24.0,0
2025-W26,2025-06-23,576682,15147,36,13,8,6,4,5,105122,239125,220347,7,24.0,24.0,2.0,72.0,72.0,6.0,152.0,1
2025-W27,2025-06-30,770567,25420,40,12,9,11,3,5,131221,342462,289052,7,152.0,152.0,1.0,72.0,72.0,6.0,86.0,1
2025-W28,2025-07-07,627080,14223,35,14,7,6,1,7,130145,255616,238525,7,86.0,67.0,7.0,137.0,154.5,4.0,62.5,1
2025-W29,2025-07-14,492561,14799,32,13,5,7,3,4,123474,210593,149898,7,62.5,66.5,8.0,121.5,111.5,4.0,62.5,1
2025-W30,2025-07-21,711416,24900,33,15,10,4,1,3,174692,376499,155965,7,62.5,66.5,8.0,121.5,111.5,4.0,62.5,1
2025-W31,2025-07-28,410083,4973,27,13,2,7,2,3,138541,47145,222836,7,62.5,66.5,8.0,121.5,111.5,4.0,148.0,1
2025-W32,2025-08-04,547784,12535,30,12,9,2,3,4,115200,366329,56665,7,148.0,148.0,2.0,123.0,123.0,1.0,92.43,1
2025-W33,2025-08-11,561598,30236,31,14,5,6,1,5,115814,212140,223268,7,92.43,129.0,7.0,101.5,101.5,2.0,64.85,1
2025-W34,2025-08-18,482049,14296,30,11,5,4,5,5,93670,182703,198002,7,64.85,59.0,13.0,128.17,127.0,6.0,58.5,1
2025-W35,2025-08-25,703495,2932,28,10,4,11,1,2,89333,272315,338016,7,58.5,58.5,2.0,128.17,127.0,6.0,58.5,1
2025-W36,2025-09-01,527881,10610,34,12,6,7,4,5,135145,200655,183565,7,58.5,58.5,2.0,128.17,127.0,6.0,58.5,1
2025-W37,2025-09-08,604350,28700,33,13,7,6,3,4,116515,359824,116412,7,58.5,58.5,2.0,128.17,127.0,6.0,58.5,1
2025-W38,2025-09-15,666225,5171,38,18,5,8,2,5,183254,171561,304451,7,58.5,58.5,2.0,128.17,127.0,6.0,58.5,1
2025-W39,2025-09-22,428024,12685,32,8,6,5,2,11,73576,145563,179145,7,58.5,58.5,2.0,128.17,127.0,6.0,58.5,1
2025-W40,2025-09-29,550943,15438,39,15,6,8,5,5,120166,185668,237287,7,58.5,58.5,2.0,128.17,127.0,6.0,58.5,1
2025-W41,2025-10-06,752476,39193,34,15,8,4,3,4,188374,436630,120919,7,58.5,58.5,2.0,128.17,127.0,6.0,58.5,1
2025-W42,2025-10-13,547914,14624,33,13,5,7,3,5,135564,126331,271324,7,58.5,58.5,2.0,128.17,127.0,6.0,142.0,1
2025-W43,2025-10-20,646377,12084,29,9,5,11,2,2,80837,201800,361609,7,142.0,142.0,1.0,128.17,127.0,6.0,67.4,1
2025-W44,2025-10-27,487002,24444,29,12,5,7,2,3,94845,205432,180727,7,67.4,48.0,5.0,75.31,60.0,16.0,68.0,1
2025-W45,2025-11-03,516637,117905,34,12,7,5,4,6,139585,125427,213353,7,68.0,61.0,4.0,115.33,106.0,3.0,65.09,1
2025-W46,2025-11-10,587127,11390,34,10,6,5,5,8,88198,294124,156378,7,65.09,59.0,11.0,105.0,108.0,9.0,77.67,1
2025-W47,2025-11-17,522026,7994,29,14,4,8,0,3,154199,207309,152980,7,77.67,86.0,9.0,106.2,106.0,5.0,42.5,0
2025-W48,2025-11-24,500713,4788,28,13,5,5,1,4,115609,186757,191307,7,42.5,40.5,4.0,106.33,106.0,3.0,42.5,0
2025-W49,2025-12-01,698568,10920,42,12,10,6,7,7,168979,289297,227678,7,42.5,40.5,4.0,106.33,106.0,3.0,88.88,1
2025-W50,2025-12-08,588424,18188,38,16,8,7,3,4,147240,211209,222561,7,88.88,108.0,8.0,121.2,101.0,5.0,43.0,0
2025-W51,2025-12-15,691404,5852,36,16,5,7,3,5,161057,288142,228413,7,43.0,14.5,6.0,106.6,91.0,5.0,61.14,1
2025-W52,2025-12-22,657115,12931,29,11,6,7,3,2,132415,319892,201199,7,61.14,60.0,7.0,136.5,136.5,2.0,24.0,0
2026-W01,2025-12-29,553502,15362,34,16,4,7,3,4,140872,145680,259463,7,24.0,24.0,1.0,96.0,96.0,2.0,48.0,0
2026-W02,2026-01-05,547089,3087,35,12,4,5,5,9,174402,188777,152235,7,48.0,48.0,2.0,78.0,72.0,4.0,64.33,1
2026-W03,2026-01-12,508424,7153,26,13,5,7,0,1,123086,120157,263049,7,64.33,78.0,9.0,119.56,111.0,9.0,70.29,1
2026-W04,2026-01-19,465733,8723,36,13,5,8,2,8,108435,125533,220703,7,70.29,85.0,7.0,127.0,135.0,3.0,89.67,1
2026-W05,2026-01-26,715681,22248,37,13,7,8,3,6,117912,347970,229108,7,89.67,77.5,6.0,125.5,125.5,2.0,69.67,1
2026-W06,2026-02-02,555130,7273,32,14,6,5,2,5,153246,210824,186799,7,69.67,56.5,6.0,133.25,136.0,4.0,73.5,1
2026-W07,2026-02-09,452823,4804,33,12,3,7,3,8,124191,72445,247381,7,73.5,71.5,4.0,128.33,135.0,3.0,60.5,1
2026-W08,2026-02-16,717932,5124,30,10,8,7,1,4,134221,376659,192336,7,60.5,48.0,4.0,118.0,118.0,2.0,88.78,1
2026-W09,2026-02-23,340903,7200,27,11,2,6,2,6,120556,54482,154963,7,88.78,91.0,9.0,142.33,143.0,3.0,88.0,1
2026-W10,2026-03-02,802020,7063,39,13,8,8,5,5,160630,339445,287849,7,88.0,91.0,8.0,124.8,134.0,5.0,99.63,1
2026-W11,2026-03-09,583946,14828,37,11,7,7,2,10,110166,188395,269174,7,99.63,116.0,8.0,122.25,128.5,4.0,70.67,1
2026-W12,2026-03-16,678939,11652,37,13,8,8,3,5,95573,271596,299517,7,70.67,39.0,3.0,108.0,108.0,1.0,70.67,1
2026-W13,2026-03-23,492637,16115,31,11,4,6,4,6,124502,99423,258168,7,70.67,39.0,3.0,108.0,108.0,1.0,70.67,1
