date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2024-11-03 00:00:00+00:00,2024,11,3,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-03 00:00:00+00:00,2024,11,3,port757,Mombasa,Kenya,KEN,2,0,0,0,0,2,2,22517,0,0,0,0,22517,22517,685,0,0,0,0,685,685
2024-11-02 00:00:00+00:00,2024,11,2,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-02 00:00:00+00:00,2024,11,2,port757,Mombasa,Kenya,KEN,1,0,0,1,2,2,4,1552,0,0,1538,15703,3091,18794,0,0,0,0,1272,0,1272
2024-11-01 00:00:00+00:00,2024,11,1,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-01 00:00:00+00:00,2024,11,1,port757,Mombasa,Kenya,KEN,2,1,0,0,1,3,4,19763,13849,0,0,47457,33612,81070,1370,0,0,0,0,1370,1370
2024-10-31 00:00:00+00:00,2024,10,31,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-31 00:00:00+00:00,2024,10,31,port757,Mombasa,Kenya,KEN,3,1,1,0,2,5,7,17057,50819,2127,0,31469,70004,101474,4300,0,955,0,0,5256,5256
2024-10-30 00:00:00+00:00,2024,10,30,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-30 00:00:00+00:00,2024,10,30,port757,Mombasa,Kenya,KEN,3,1,0,1,2,5,7,48965,9843,0,2056,140119,60866,200986,0,0,0,0,0,0,0
2024-10-29 00:00:00+00:00,2024,10,29,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-29 00:00:00+00:00,2024,10,29,port757,Mombasa,Kenya,KEN,3,2,0,0,0,5,5,36616,63980,0,0,0,100597,100597,1370,0,0,0,0,1370,1370
2024-10-28 00:00:00+00:00,2024,10,28,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-28 00:00:00+00:00,2024,10,28,port757,Mombasa,Kenya,KEN,2,0,0,0,1,2,3,23550,0,0,0,42469,23550,66020,4186,0,0,0,0,4186,4186
2024-10-27 00:00:00+00:00,2024,10,27,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-27 00:00:00+00:00,2024,10,27,port757,Mombasa,Kenya,KEN,3,1,0,0,0,4,4,4047,13188,0,0,0,17235,17235,3924,0,0,0,0,3924,3924
2024-10-26 00:00:00+00:00,2024,10,26,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-26 00:00:00+00:00,2024,10,26,port757,Mombasa,Kenya,KEN,2,1,1,0,1,4,5,21167,50507,0,0,40982,71675,112657,657,0,853,0,1044,1511,2555
2024-10-25 00:00:00+00:00,2024,10,25,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25 00:00:00+00:00,2024,10,25,port757,Mombasa,Kenya,KEN,3,2,0,0,0,5,5,37502,23881,0,0,0,61384,61384,0,0,0,0,0,0,0
2024-10-24 00:00:00+00:00,2024,10,24,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24 00:00:00+00:00,2024,10,24,port757,Mombasa,Kenya,KEN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,13874,0,0,0,0,13874,13874
2024-10-23 00:00:00+00:00,2024,10,23,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-23 00:00:00+00:00,2024,10,23,port757,Mombasa,Kenya,KEN,3,1,1,0,1,5,6,26177,0,2127,0,103029,28305,131334,685,0,955,0,0,1640,1640
2024-10-22 00:00:00+00:00,2024,10,22,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-22 00:00:00+00:00,2024,10,22,port757,Mombasa,Kenya,KEN,3,3,1,1,1,8,9,32935,66499,0,943,46380,100379,146759,685,0,184,24,0,893,893
2024-10-21 00:00:00+00:00,2024,10,21,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21 00:00:00+00:00,2024,10,21,port757,Mombasa,Kenya,KEN,2,0,1,0,2,3,5,9881,0,0,0,107957,9881,117839,2574,0,816,0,1044,3391,4435
2024-10-20 00:00:00+00:00,2024,10,20,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-20 00:00:00+00:00,2024,10,20,port757,Mombasa,Kenya,KEN,3,1,0,0,0,4,4,24800,49332,0,0,0,74133,74133,0,0,0,0,0,0,0
2024-10-19 00:00:00+00:00,2024,10,19,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-19 00:00:00+00:00,2024,10,19,port757,Mombasa,Kenya,KEN,4,0,1,1,0,6,6,26245,0,2732,509,0,29488,29488,321,0,0,0,0,321,321
2024-10-18 00:00:00+00:00,2024,10,18,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 00:00:00+00:00,2024,10,18,port757,Mombasa,Kenya,KEN,1,1,3,0,0,5,5,734,46642,4255,0,0,51632,51632,0,0,5201,0,0,5201,5201
2024-10-17 00:00:00+00:00,2024,10,17,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 00:00:00+00:00,2024,10,17,port757,Mombasa,Kenya,KEN,2,1,0,0,1,3,4,6183,40767,0,0,7823,46951,54774,0,0,0,0,1272,0,1272
2024-10-16 00:00:00+00:00,2024,10,16,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-16 00:00:00+00:00,2024,10,16,port757,Mombasa,Kenya,KEN,1,1,0,0,2,2,4,17526,29887,0,0,97692,47414,145106,0,1327,0,0,0,1327,1327
2024-10-15 00:00:00+00:00,2024,10,15,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-15 00:00:00+00:00,2024,10,15,port757,Mombasa,Kenya,KEN,3,1,0,0,0,4,4,25547,28409,0,0,0,53957,53957,0,0,0,0,0,0,0
2024-10-14 00:00:00+00:00,2024,10,14,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-14 00:00:00+00:00,2024,10,14,port757,Mombasa,Kenya,KEN,1,1,1,0,0,3,3,9881,29887,3338,0,0,43107,43107,685,1327,0,0,0,2012,2012
2024-10-13 00:00:00+00:00,2024,10,13,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-13 00:00:00+00:00,2024,10,13,port757,Mombasa,Kenya,KEN,2,1,0,0,1,3,4,46806,48234,0,0,30994,95041,126035,0,0,0,0,0,0,0
2024-10-12 00:00:00+00:00,2024,10,12,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-12 00:00:00+00:00,2024,10,12,port757,Mombasa,Kenya,KEN,2,0,1,0,0,3,3,17192,0,2127,0,0,19319,19319,0,0,955,0,0,955,955
2024-10-11 00:00:00+00:00,2024,10,11,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-11 00:00:00+00:00,2024,10,11,port757,Mombasa,Kenya,KEN,3,1,0,2,2,6,8,13935,0,0,7460,48805,21396,70202,685,0,0,0,2317,685,3002
2024-10-10 00:00:00+00:00,2024,10,10,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10 00:00:00+00:00,2024,10,10,port757,Mombasa,Kenya,KEN,2,1,1,1,1,5,6,3627,0,3860,0,34603,7487,42091,0,0,0,0,0,0,0
2024-10-09 00:00:00+00:00,2024,10,9,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09 00:00:00+00:00,2024,10,9,port757,Mombasa,Kenya,KEN,4,1,1,0,1,6,7,42007,50004,0,0,99987,92012,191999,685,0,2601,0,0,3286,3286
2024-10-08 00:00:00+00:00,2024,10,8,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-08 00:00:00+00:00,2024,10,8,port757,Mombasa,Kenya,KEN,1,2,1,0,1,4,5,1509,76552,2127,0,63067,80189,143257,0,0,955,0,0,955,955
2024-10-07 00:00:00+00:00,2024,10,7,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-07 00:00:00+00:00,2024,10,7,port757,Mombasa,Kenya,KEN,2,0,0,0,0,2,2,14056,0,0,0,0,14056,14056,6502,0,0,0,0,6502,6502
2024-10-06 00:00:00+00:00,2024,10,6,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-06 00:00:00+00:00,2024,10,6,port757,Mombasa,Kenya,KEN,2,0,0,0,1,2,3,14858,0,0,0,102111,14858,116970,4343,0,0,0,0,4343,4343
2024-10-05 00:00:00+00:00,2024,10,5,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-05 00:00:00+00:00,2024,10,5,port757,Mombasa,Kenya,KEN,2,0,1,1,2,4,6,12503,0,0,0,52030,12503,64533,685,0,816,0,0,1501,1501
2024-10-04 00:00:00+00:00,2024,10,4,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-04 00:00:00+00:00,2024,10,4,port757,Mombasa,Kenya,KEN,2,2,0,0,0,4,4,44596,96370,0,0,0,140967,140967,0,0,0,0,0,0,0
2024-10-03 00:00:00+00:00,2024,10,3,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03 00:00:00+00:00,2024,10,3,port757,Mombasa,Kenya,KEN,1,1,1,0,0,3,3,501,0,2127,0,0,2629,2629,0,0,955,0,0,955,955
2024-10-02 00:00:00+00:00,2024,10,2,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-02 00:00:00+00:00,2024,10,2,port757,Mombasa,Kenya,KEN,4,2,0,0,1,6,7,25672,64663,0,0,0,90336,90336,3743,0,0,0,0,3743,3743
2024-10-01 00:00:00+00:00,2024,10,1,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-01 00:00:00+00:00,2024,10,1,port757,Mombasa,Kenya,KEN,2,0,1,1,1,4,5,6864,0,1932,1530,41822,10328,52150,1949,0,0,0,0,1949,1949
2024-09-30 00:00:00+00:00,2024,9,30,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-30 00:00:00+00:00,2024,9,30,port757,Mombasa,Kenya,KEN,1,1,0,0,1,2,3,13322,6827,0,0,0,20149,20149,0,0,0,0,0,0,0
2024-09-29 00:00:00+00:00,2024,9,29,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-29 00:00:00+00:00,2024,9,29,port757,Mombasa,Kenya,KEN,4,1,1,0,0,6,6,65165,24475,767,0,0,90408,90408,270,0,0,0,0,270,270
2024-09-28 00:00:00+00:00,2024,9,28,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 00:00:00+00:00,2024,9,28,port757,Mombasa,Kenya,KEN,3,1,1,0,0,5,5,25202,52280,0,0,0,77483,77483,3648,0,726,0,0,4375,4375
2024-09-27 00:00:00+00:00,2024,9,27,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 00:00:00+00:00,2024,9,27,port757,Mombasa,Kenya,KEN,2,0,2,1,0,5,5,39338,0,4255,977,0,44571,44571,0,0,1910,23,0,1934,1934
2024-09-26 00:00:00+00:00,2024,9,26,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 00:00:00+00:00,2024,9,26,port757,Mombasa,Kenya,KEN,1,0,2,0,2,3,5,366,0,0,0,1601,366,1968,0,0,4443,0,0,4443,4443
2024-09-25 00:00:00+00:00,2024,9,25,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-25 00:00:00+00:00,2024,9,25,port757,Mombasa,Kenya,KEN,2,2,3,0,1,7,8,505,67352,2127,0,90986,69985,160972,2699,0,3024,0,0,5724,5724
2024-09-24 00:00:00+00:00,2024,9,24,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-24 00:00:00+00:00,2024,9,24,port757,Mombasa,Kenya,KEN,1,1,0,0,0,2,2,17463,29887,0,0,0,47350,47350,0,1327,0,0,0,1327,1327
2024-09-23 00:00:00+00:00,2024,9,23,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-23 00:00:00+00:00,2024,9,23,port757,Mombasa,Kenya,KEN,1,0,0,0,2,1,3,9881,0,0,0,48805,9881,58687,685,0,0,0,2317,685,3002
2024-09-22 00:00:00+00:00,2024,9,22,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-22 00:00:00+00:00,2024,9,22,port757,Mombasa,Kenya,KEN,2,2,1,0,1,5,6,7913,64790,707,0,103837,73411,177248,0,0,0,0,0,0,0
2024-09-21 00:00:00+00:00,2024,9,21,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-21 00:00:00+00:00,2024,9,21,port757,Mombasa,Kenya,KEN,3,1,2,0,1,6,7,31866,22589,2251,0,46591,56707,103299,685,0,955,0,0,1640,1640
2024-09-20 00:00:00+00:00,2024,9,20,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-20 00:00:00+00:00,2024,9,20,port757,Mombasa,Kenya,KEN,1,0,3,0,1,4,5,9881,0,21007,0,40982,30889,71871,685,0,0,0,1044,685,1729
2024-09-19 00:00:00+00:00,2024,9,19,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-19 00:00:00+00:00,2024,9,19,port757,Mombasa,Kenya,KEN,1,1,1,1,1,4,5,12579,29887,2127,943,0,45538,45538,0,1327,955,24,0,2307,2307
2024-09-18 00:00:00+00:00,2024,9,18,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-18 00:00:00+00:00,2024,9,18,port757,Mombasa,Kenya,KEN,4,1,0,0,1,5,6,26267,23711,0,0,40982,49978,90961,27,0,0,0,1044,27,1072
2024-09-17 00:00:00+00:00,2024,9,17,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-17 00:00:00+00:00,2024,9,17,port757,Mombasa,Kenya,KEN,0,3,2,1,2,6,8,0,113395,5146,0,73828,118541,192370,0,0,955,0,0,955,955
2024-09-16 00:00:00+00:00,2024,9,16,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-16 00:00:00+00:00,2024,9,16,port757,Mombasa,Kenya,KEN,2,0,1,2,0,5,5,14706,0,2127,1025,0,17859,17859,0,0,955,0,0,955,955
2024-09-15 00:00:00+00:00,2024,9,15,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-15 00:00:00+00:00,2024,9,15,port757,Mombasa,Kenya,KEN,5,0,0,0,1,5,6,53664,0,0,0,99218,53664,152883,6495,0,0,0,0,6495,6495
2024-09-14 00:00:00+00:00,2024,9,14,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-14 00:00:00+00:00,2024,9,14,port757,Mombasa,Kenya,KEN,2,1,0,0,1,3,4,19784,49856,0,0,18151,69640,87791,0,0,0,0,0,0,0
2024-09-13 00:00:00+00:00,2024,9,13,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-13 00:00:00+00:00,2024,9,13,port757,Mombasa,Kenya,KEN,1,1,1,0,1,3,4,17551,47058,0,0,0,64610,64610,0,0,816,0,0,816,816
2024-09-12 00:00:00+00:00,2024,9,12,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-12 00:00:00+00:00,2024,9,12,port757,Mombasa,Kenya,KEN,4,1,0,0,0,5,5,38797,34096,0,0,0,72893,72893,1370,0,0,0,0,1370,1370
2024-09-11 00:00:00+00:00,2024,9,11,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-11 00:00:00+00:00,2024,9,11,port757,Mombasa,Kenya,KEN,1,0,0,1,2,2,4,9881,0,0,0,68746,9881,78628,685,0,0,0,0,685,685
2024-09-10 00:00:00+00:00,2024,9,10,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-10 00:00:00+00:00,2024,9,10,port757,Mombasa,Kenya,KEN,0,0,1,0,2,1,3,0,0,2127,0,167529,2127,169657,0,0,955,0,0,955,955
2024-09-09 00:00:00+00:00,2024,9,9,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-09 00:00:00+00:00,2024,9,9,port757,Mombasa,Kenya,KEN,5,1,0,0,1,6,7,61126,15448,0,0,0,76575,76575,685,0,0,0,0,685,685
2024-09-08 00:00:00+00:00,2024,9,8,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-08 00:00:00+00:00,2024,9,8,port757,Mombasa,Kenya,KEN,0,1,0,0,0,1,1,0,50387,0,0,0,50387,50387,0,0,0,0,0,0,0
2024-09-07 00:00:00+00:00,2024,9,7,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-07 00:00:00+00:00,2024,9,7,port757,Mombasa,Kenya,KEN,0,1,0,1,0,2,2,0,29887,0,0,0,29887,29887,0,1327,0,0,0,1327,1327
2024-09-06 00:00:00+00:00,2024,9,6,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-06 00:00:00+00:00,2024,9,6,port757,Mombasa,Kenya,KEN,3,2,0,0,0,5,5,30980,54817,0,0,0,85798,85798,0,0,0,0,0,0,0
2024-09-05 00:00:00+00:00,2024,9,5,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-05 00:00:00+00:00,2024,9,5,port757,Mombasa,Kenya,KEN,1,0,0,0,0,1,1,14999,0,0,0,0,14999,14999,0,0,0,0,0,0,0
2024-09-04 00:00:00+00:00,2024,9,4,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-04 00:00:00+00:00,2024,9,4,port757,Mombasa,Kenya,KEN,2,1,1,0,0,4,4,9881,40302,1186,0,0,51370,51370,685,0,0,0,0,685,685
2024-09-03 00:00:00+00:00,2024,9,3,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-03 00:00:00+00:00,2024,9,3,port757,Mombasa,Kenya,KEN,1,0,1,0,0,2,2,1169,0,2127,0,0,3297,3297,0,0,955,0,0,955,955
2024-09-02 00:00:00+00:00,2024,9,2,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-02 00:00:00+00:00,2024,9,2,port757,Mombasa,Kenya,KEN,2,0,1,0,1,3,4,16167,0,2127,0,94533,18295,112828,685,0,955,0,0,1640,1640
2024-09-01 00:00:00+00:00,2024,9,1,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01 00:00:00+00:00,2024,9,1,port757,Mombasa,Kenya,KEN,2,0,0,1,0,3,3,40332,0,0,0,0,40332,40332,0,0,0,0,0,0,0
2024-08-31 00:00:00+00:00,2024,8,31,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-31 00:00:00+00:00,2024,8,31,port757,Mombasa,Kenya,KEN,2,0,1,0,0,3,3,18568,0,0,0,0,18568,18568,0,0,1188,0,0,1188,1188
2024-08-30 00:00:00+00:00,2024,8,30,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-30 00:00:00+00:00,2024,8,30,port757,Mombasa,Kenya,KEN,0,1,1,0,1,2,3,0,29887,0,0,7823,29887,37710,0,1327,4100,0,1272,5428,6700
2024-08-29 00:00:00+00:00,2024,8,29,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29 00:00:00+00:00,2024,8,29,port757,Mombasa,Kenya,KEN,4,0,0,1,2,5,7,17135,0,0,943,102200,18078,120279,16825,0,0,24,0,16849,16849
2024-08-28 00:00:00+00:00,2024,8,28,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28 00:00:00+00:00,2024,8,28,port757,Mombasa,Kenya,KEN,3,0,1,0,0,4,4,13663,0,2127,0,0,15790,15790,1837,0,955,0,0,2793,2793
2024-08-27 00:00:00+00:00,2024,8,27,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-27 00:00:00+00:00,2024,8,27,port757,Mombasa,Kenya,KEN,1,0,1,0,1,2,3,18870,0,1111,0,89266,19981,109248,0,0,0,0,0,0,0
2024-08-26 00:00:00+00:00,2024,8,26,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-26 00:00:00+00:00,2024,8,26,port757,Mombasa,Kenya,KEN,1,0,0,0,3,1,4,4898,0,0,0,63208,4898,68107,0,0,0,0,2247,0,2247
2024-08-25 00:00:00+00:00,2024,8,25,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-25 00:00:00+00:00,2024,8,25,port757,Mombasa,Kenya,KEN,3,0,0,0,0,3,3,43061,0,0,0,0,43061,43061,0,0,0,0,0,0,0
2024-08-24 00:00:00+00:00,2024,8,24,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-24 00:00:00+00:00,2024,8,24,port757,Mombasa,Kenya,KEN,2,1,0,0,0,3,3,32991,50673,0,0,0,83665,83665,0,0,0,0,0,0,0
2024-08-23 00:00:00+00:00,2024,8,23,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-23 00:00:00+00:00,2024,8,23,port757,Mombasa,Kenya,KEN,3,1,0,0,0,4,4,30138,49894,0,0,0,80032,80032,4807,0,0,0,0,4807,4807
2024-08-22 00:00:00+00:00,2024,8,22,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22 00:00:00+00:00,2024,8,22,port757,Mombasa,Kenya,KEN,3,1,0,0,0,4,4,37384,51034,0,0,0,88419,88419,685,0,0,0,0,685,685
2024-08-21 00:00:00+00:00,2024,8,21,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-21 00:00:00+00:00,2024,8,21,port757,Mombasa,Kenya,KEN,1,1,0,0,2,2,4,32627,0,0,0,55280,32627,87908,0,1949,0,0,1272,1949,3221
2024-08-20 00:00:00+00:00,2024,8,20,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20 00:00:00+00:00,2024,8,20,port757,Mombasa,Kenya,KEN,3,0,1,0,1,4,5,35925,0,0,0,83528,35925,119454,0,0,1645,0,0,1645,1645
2024-08-19 00:00:00+00:00,2024,8,19,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19 00:00:00+00:00,2024,8,19,port757,Mombasa,Kenya,KEN,3,2,2,0,0,7,7,4375,84984,8149,0,0,97509,97509,9096,0,955,0,0,10051,10051
2024-08-18 00:00:00+00:00,2024,8,18,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-18 00:00:00+00:00,2024,8,18,port757,Mombasa,Kenya,KEN,2,0,0,0,0,2,2,13582,0,0,0,0,13582,13582,2954,0,0,0,0,2954,2954
2024-08-17 00:00:00+00:00,2024,8,17,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-17 00:00:00+00:00,2024,8,17,port757,Mombasa,Kenya,KEN,2,1,0,2,1,5,6,10324,21396,0,2283,134141,34004,168146,0,0,0,0,0,0,0
2024-08-16 00:00:00+00:00,2024,8,16,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 00:00:00+00:00,2024,8,16,port757,Mombasa,Kenya,KEN,0,0,1,1,0,2,2,0,0,2127,0,0,2127,2127,0,0,955,0,0,955,955
